title,release_date,genre,rating,story,review,url
가장 보통의 연애,개봉일 : 2019-10-02,멜로·로맨스,Unable to get rating,"전 여친에 상처받은 ‘재훈’(김래원).여느 때처럼 숙취로 시작한 아침,모르는 번호의 누군가와 밤새 2시간이나 통화한 기록을 발견하게 되고그 상대가 바로! 통성명한 지 24시간도 채 되지 않은 직장 동료 ‘선영’임을 알게 된다.남친과 뒤끝 있는 이별 중인 ‘선영’(공효진).새로운 회사로 출근한 첫날, 할 말 못 할 말 쏟아내며 남친과 헤어지던 현장에서하필이면! 같은 직장의 ‘재훈’을 마주친다.만난 지 하루 만에 일보다 서로의 연애사를 더 잘 알게 된 두 사람.하지만 미묘한 긴장과 어색함도 잠시‘한심하다’, ‘어이없다’ 부딪히면서도 마음이 쓰이는 건 왜 그럴까?","nirvana1974
2019-11-21 17:10:10
6
언제나 정답이 없는 연애의 명쾌한 해석
신고",http://www.cine21.com/movie/info/?movie_id=54181
가장 보통의 연애,개봉일 : 2019-10-02,멜로·로맨스,Unable to get rating,"전 여친에 상처받은 ‘재훈’(김래원).여느 때처럼 숙취로 시작한 아침,모르는 번호의 누군가와 밤새 2시간이나 통화한 기록을 발견하게 되고그 상대가 바로! 통성명한 지 24시간도 채 되지 않은 직장 동료 ‘선영’임을 알게 된다.남친과 뒤끝 있는 이별 중인 ‘선영’(공효진).새로운 회사로 출근한 첫날, 할 말 못 할 말 쏟아내며 남친과 헤어지던 현장에서하필이면! 같은 직장의 ‘재훈’을 마주친다.만난 지 하루 만에 일보다 서로의 연애사를 더 잘 알게 된 두 사람.하지만 미묘한 긴장과 어색함도 잠시‘한심하다’, ‘어이없다’ 부딪히면서도 마음이 쓰이는 건 왜 그럴까?","johnconnor
2019-11-14 19:19:35
7
평범한 이야기를 유쾌하게 풀어 가는군
신고",http://www.cine21.com/movie/info/?movie_id=54181
가장 보통의 연애,개봉일 : 2019-10-02,멜로·로맨스,Unable to get rating,"전 여친에 상처받은 ‘재훈’(김래원).여느 때처럼 숙취로 시작한 아침,모르는 번호의 누군가와 밤새 2시간이나 통화한 기록을 발견하게 되고그 상대가 바로! 통성명한 지 24시간도 채 되지 않은 직장 동료 ‘선영’임을 알게 된다.남친과 뒤끝 있는 이별 중인 ‘선영’(공효진).새로운 회사로 출근한 첫날, 할 말 못 할 말 쏟아내며 남친과 헤어지던 현장에서하필이면! 같은 직장의 ‘재훈’을 마주친다.만난 지 하루 만에 일보다 서로의 연애사를 더 잘 알게 된 두 사람.하지만 미묘한 긴장과 어색함도 잠시‘한심하다’, ‘어이없다’ 부딪히면서도 마음이 쓰이는 건 왜 그럴까?","thrill5
2019-10-21 20:52:17
10
한국 드라마를 싫어한다. 다양한 케이블 채널들이 참신하고 과감하고 영화

같은 플롯으로 일부 시청자들에게 호소하기도 하지만 막장 코드와 항상

등장하는 재벌가 싸움에 배경은 재벌들이 사는 집답게 대부분 2층 양옥집의

화려한 외관이 등장할 때가 많다. 여기서 등장하는 남녀 간의 연애도

백마 탄 왕자님이 등장하는 신데렐라 코드가 주를 이루며 빈자에서 부자로

거듭나는 성공스토리의 아주 전형성에 머무는 경우가 한 두 번이 아니라

재미를 따져 봐도 볼만한 가치가 없다.

드라마보다 상대적으로 표현수위나 여러 가지 다양성을 더 다양하게

시도할 수 있는 영화는 드라마의 고정관념을 탈피해 항상 관객의 요구에

맞는 작품을 상영관에 걸곤 했다. ‘가장 보통의 연애’는 제목처럼 한국

드라마의 물질적 성공과 그걸 바라기만 하는 수동적이고 천편일률적인

악습에서 벗어나 한국에서 살고 있는 흔하디흔한 삽 십대 직장인 남녀 간의

솔직 담백하고 어설프지만 그렇기 때문에 더 매력적인 인물들이 연애에

안착하는 보기 좋은 모습을 담은 작품이다.

중소 광고회사에 팀장인 재훈(김래원)은 결혼까지 예정한 연인의 배신으로

파혼하고 이를 잊으려 날마다 퇴근하기가 무섭게 술로 그 고통을 달래는

중이다. 이직한 선영(공효진)도 연애하던 남자친구가 바람을 피워 두 번

다시 안 볼 각오를 하고 신입사원 환영회에 찾아온 전 남친이 부드럽게

프로포즈를 하는 순간 가져온 꽃으로 전 애인을 팰 뿐이다.

재훈이 선영을 보고 매력을 느끼고 둘은 술자리부터 시작해 설왕설래를

하다가 솔직담백하다고 할 수도 있고 한국인들 특유의 술자리 버릇인

실수가 용납되는 상황연출로 두 당사자가 당혹감에 처하기도 하고 선영을

데리러온 친구를 비롯해 다른 술자리에 있는 사람들까지 곤혹스럽게

만들기도 한다.

한국적인 관점에서 이 둘의 티격태격 과 대화를 이어가는 술자리는

과음이나 폭음을 넘어서 이 둘이 가까워지는 계기가 되고 아울러

직장인들이 연애의 대상이듯 직장에서 벌어지는 주말 토요일의 산행

야유회에서 야자타임에서 사장 관수(정웅인)를 향한 미영(장소연)의

월급인상의 일갈이나 술에 취해하고 싶었던, 막말내지 쌍욕을 하는 모습은

이 땅에 사는 수많은 직장인들의 공감을 살 수 있는 부분이다.

상처를 안고 있는 이들이 대화를 통해 가까워지고 그 대화의 과정이 아주

부드럽게 전개되는 가운데 한국 직장 특유의 패거리인 뒷 담화 악습이

등장해 그 주인공인 선영은 난처함을 겪게 되고 이에 분노한 재훈이

선영에게 마련한 복수의 자리도 통쾌하다.

작품은 제목그대로 ‘보통’이라는 현대인들의 심리를 솔직 담백하게

표현하고 화려함보다 소박함으로, 그리고 나이와 상관없이 이성을 향한

욕망을 자연스레 드러내며 관객의 공감을 산다. 화려한 재력의 소유자의

등장으로 신분상승을 하는 허구의 전형성이 아닌 상처 많고 외로운 이들이

서로 그 아픔을 보듬고 사랑의 성취를 하는 장면이 돋보이는 작품이다.
more
신고",http://www.cine21.com/movie/info/?movie_id=54181
가장 보통의 연애,개봉일 : 2019-10-02,멜로·로맨스,Unable to get rating,"전 여친에 상처받은 ‘재훈’(김래원).여느 때처럼 숙취로 시작한 아침,모르는 번호의 누군가와 밤새 2시간이나 통화한 기록을 발견하게 되고그 상대가 바로! 통성명한 지 24시간도 채 되지 않은 직장 동료 ‘선영’임을 알게 된다.남친과 뒤끝 있는 이별 중인 ‘선영’(공효진).새로운 회사로 출근한 첫날, 할 말 못 할 말 쏟아내며 남친과 헤어지던 현장에서하필이면! 같은 직장의 ‘재훈’을 마주친다.만난 지 하루 만에 일보다 서로의 연애사를 더 잘 알게 된 두 사람.하지만 미묘한 긴장과 어색함도 잠시‘한심하다’, ‘어이없다’ 부딪히면서도 마음이 쓰이는 건 왜 그럴까?","penny2003
2019-10-05 22:51:21
6
보면 술이 땡기는 영화
신고",http://www.cine21.com/movie/info/?movie_id=54181
갈까부다,개봉일 : 2019-09-01,다큐멘터리,12세이상관람가,43살 영화감독 고봉수는 자신보다 18살 어린 여자친구 최은비를 위해 국악 다큐멘터리를 기획한다.지금까지 여자친구에게 제대로 된 선물을 한 적이 없던 고봉수는 여자친구가 크게 감동 할 것이라 생각해 야심차게 준비하지만 다큐멘터리 제작을 위해 여자친구의 친구들과 가족들을 인터뷰를 하는 과정에서 온갖 욕과 모욕적인 말을 듣게 되고극심한 반대에 부딪힌다.좌절한 고봉수는 최은비의 아버지를 자신의 편으로 만들면 모든 것이 해결될 것이라 생각해 최은비의 아버지를 찾아가지만되려 최은비의 아버지는 고봉수를 구타하며 크게 분노한다.자신과 여자친구의 가족들 뿐 아니라 주변 모든 지인들이 반대를 하는 연애.결국 둘은 반대에 지쳐 헤어지게 된다.고봉수는 마지막 선물로써 여자친구의 국악 다큐멘터리를 완성시킨다.,There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=54610
감쪽같은 그녀,개봉일 : 2019-12-04,드라마,Unable to get rating,"“초면에 실례하겠습니다~”72살 나 홀로 라이프를 즐기는 ‘말순’ 할매의 인생에듣도 보도 못한 손녀(?)가 나타났다!특기는 자수, 용돈 벌이는 그림 맞추기(?)동네를 주름 잡으며 나 혼자 잘 살고 있던 ‘말순’ 할매 앞에다짜고짜 자신을 손녀라고 소개하는 열두 살 ‘공주’가갓난 동생 ‘진주’까지 업고 찾아온다.외모, 성격, 취향까지 모든 것이 극과 극인 ‘말순’과 ‘공주’는티격태격 하루도 조용할 날 없이 지내지만,필요한 순간엔 든든한 내 편이 되어주며 서로에게 특별한 존재가 되어간다.하지만 ‘말순’은 시간이 갈수록 ‘공주’와의 동거생활이아득하고 깜깜하게만 느껴지는데…","the666
2020-07-01 00:17:12
9
영화를 어떤 기준으로 보느냐에 따라 평가가 갈릴 듯...
왓챠 네티즌 평가에서 1.5 주는 사람들 보고 깜짝 놀랐다.
나이가 어려서인지... 아니면 반대로 너무 많은 것을 보아서 그런 것인지...
아무튼 잔잔한 동화적 장르로 본다면 참 괜찮은 영화.

배우들의 연기도 좋고 요즘 같은 시대에...
메마른 감정을 잘 자극하는듯 하다.

극에 다다르는 과정에서 좀 더 극단적인 연출을 했더라면
찐한 감동에 사람들은 더 열광 했을지도...

무리하지 않고 소소하게 우리내 이야기처럼 풀어낸 것이 감독의 의도였지 않을까 싶다.

어떤 요리에 대해서 절대적인 평가가 있을 순 없듯이...
우리내 경험과 입맛은 다 다르니까.

악플에 신경쓰지 마시고 자신만의 길을 가시길 바라며.
more
신고",http://www.cine21.com/movie/info/?movie_id=54193
감쪽같은 그녀,개봉일 : 2019-12-04,드라마,Unable to get rating,"“초면에 실례하겠습니다~”72살 나 홀로 라이프를 즐기는 ‘말순’ 할매의 인생에듣도 보도 못한 손녀(?)가 나타났다!특기는 자수, 용돈 벌이는 그림 맞추기(?)동네를 주름 잡으며 나 혼자 잘 살고 있던 ‘말순’ 할매 앞에다짜고짜 자신을 손녀라고 소개하는 열두 살 ‘공주’가갓난 동생 ‘진주’까지 업고 찾아온다.외모, 성격, 취향까지 모든 것이 극과 극인 ‘말순’과 ‘공주’는티격태격 하루도 조용할 날 없이 지내지만,필요한 순간엔 든든한 내 편이 되어주며 서로에게 특별한 존재가 되어간다.하지만 ‘말순’은 시간이 갈수록 ‘공주’와의 동거생활이아득하고 깜깜하게만 느껴지는데…","hwachul92
2019-12-29 19:00:30
6
홀로 인생을 즐기고 있던 한 할머니와 그녀의 듣도 보도 못한 두 손녀딸의 기막힌 동거를 다뤘지만, 옛날에 나온 이와 비슷한 외화와 내용과 거의 비슷해서 왠지 리메이크한 것 같은 느낌만 든 영화였습니다! 전반적으로 내용도 그저 그렇고, 공감도와 개연성도 그저 그래서 다 그냥 볼만한 영화였으니, 별 3개 드립니다!!
more
신고",http://www.cine21.com/movie/info/?movie_id=54193
감쪽같은 그녀,개봉일 : 2019-12-04,드라마,Unable to get rating,"“초면에 실례하겠습니다~”72살 나 홀로 라이프를 즐기는 ‘말순’ 할매의 인생에듣도 보도 못한 손녀(?)가 나타났다!특기는 자수, 용돈 벌이는 그림 맞추기(?)동네를 주름 잡으며 나 혼자 잘 살고 있던 ‘말순’ 할매 앞에다짜고짜 자신을 손녀라고 소개하는 열두 살 ‘공주’가갓난 동생 ‘진주’까지 업고 찾아온다.외모, 성격, 취향까지 모든 것이 극과 극인 ‘말순’과 ‘공주’는티격태격 하루도 조용할 날 없이 지내지만,필요한 순간엔 든든한 내 편이 되어주며 서로에게 특별한 존재가 되어간다.하지만 ‘말순’은 시간이 갈수록 ‘공주’와의 동거생활이아득하고 깜깜하게만 느껴지는데…","penny2003
2019-12-07 23:47:10
6
다소 전형적인 내용임에도 마음을 적시게 만드는 힘이 있다.
신고",http://www.cine21.com/movie/info/?movie_id=54193
감쪽같은 그녀,개봉일 : 2019-12-04,드라마,Unable to get rating,"“초면에 실례하겠습니다~”72살 나 홀로 라이프를 즐기는 ‘말순’ 할매의 인생에듣도 보도 못한 손녀(?)가 나타났다!특기는 자수, 용돈 벌이는 그림 맞추기(?)동네를 주름 잡으며 나 혼자 잘 살고 있던 ‘말순’ 할매 앞에다짜고짜 자신을 손녀라고 소개하는 열두 살 ‘공주’가갓난 동생 ‘진주’까지 업고 찾아온다.외모, 성격, 취향까지 모든 것이 극과 극인 ‘말순’과 ‘공주’는티격태격 하루도 조용할 날 없이 지내지만,필요한 순간엔 든든한 내 편이 되어주며 서로에게 특별한 존재가 되어간다.하지만 ‘말순’은 시간이 갈수록 ‘공주’와의 동거생활이아득하고 깜깜하게만 느껴지는데…","dsa1981
2019-12-05 22:20:15
10
신파는 임플란트 어금니처럼
신고",http://www.cine21.com/movie/info/?movie_id=54193
강변호텔,개봉일 : 2019-03-27,드라마,Unable to get rating,"강변의 호텔에 공짜로 묵고 있는 시인이 오랫동안 안 본 두 아들을 부른다.아무 이유 없이 죽을 거 같다는 느낌이 들어서 부른 거다.한 젊은 여자가 같이 살던 남자에게 배신을 당한 후 강변의 호텔에 방을 잡았다.위로를 받으려 선배 언니를 부른다. 다들 사는 게 힘들다.그 강변의 호텔에서 하루는 하루가 다인 양 하루 안에서 계속 시작하고 있고, 사람들은 서로를 바라만 보고 있다.","thrill5
2019-04-10 20:55:33
10
시인 영환(기주봉)은 제목처럼 한 지방의 조용한 강 주위의 호텔에서

일어난다. 내레이션 이후 자신의 아들들 경수(권해효)와 병수(유준상)가

찾아온다고 전화를 하고 전화 사이에서 몇 분간 객실에서 만날지, 호텔

찻집에서 만날지 설왕설래가 오고가다가 찻집에서 만나기로 한다.

영환이 아들과의 설왕설래를 할 동안 이 호텔에서는 상희(김민희)가 묵고

있었고 영환과 동일한 행위로 연주(송선미)를 전화로 불러내 객실에서

만난다. 이 둘이 만나는 과정에서 영환과 아들이 어디서 만날지를

티격태격할 것도 없이 이 둘은 남자들과는 상반되게 서로 순조롭게 만나게

된다.

영환이 아들을 기다리는 동안 영환은 찻집의 메마른 화초를 보고 물을

줘야겠다며 걱정을 하고 그 순간 아들들이 당도하지만 영환과 아들들은

서로 만나지 못한다. 대신 영환은 찻집에 있다가 졸다가 눈이 쌓인 바깥에서

산책을 하는 상희와 연주를 보고는 시인답게 그 둘의 아름다움을 상찬하러

가서 좋은 인상을 주고 온다. 영환은 이 두 여인을 만나기 전에도 호텔을

관리하는 직원에게 싸인을 해주며 어느 정도 명성 있는 작가로 작품에서

설정되어 있으며 영환은 그저 계산이나 어떤 악의적이고 목적자체를

순수하게 그 두 여인에게 다가간다.

영환이 만나지 못한 아들들은 찻집에서 아버지를 기다리며 대화를 하는데

커피를 사온 경수는 아버지가 찻집에서 만나자고 한 게 못마땅하고

영화감독인 동생 병수와 얘기를 하다가 동생 이름인 병수로 시비가 붙더니

이후에는 경수 자신의 키 갖고 논쟁이 붙자 불편한 기색을 드러낸다.

영화의 구도는 아주 단순하다. 남자 셋, 여자 둘을 강변 호텔을 배경으로

등장시켜 시인인 영환과 여인들인 상희와 연주의 만남은 아주 좋게

정서적으로 흡족하게 연출한 반면 남자들인 영환과 아들들의 만남은

상당히 격렬하고 단순한 의견 대립에 상당한 시간을 소요하는 모습이다.

그러다가 결국 뒤늦게 만난 영환과 아들들은 대화를 하다가도 영환이 다시

여인들을 만나러 가거나 혹은 두 아들을 남겨놓고 순간적으로 행방불명이

되기도 한다.

남자들의 대화가 서로 격렬하다고 한다면 여성들은 공감과 위로로서

대화를 이어나가고 확실히 남자들의 공격적인 성향과는 아주 대비되는

모습을 보인다. 전형적인 성적 대화의 유형이 작품에서 드러나는데 그래서

여인들은 시간적으로 저녁을 먹는 모습에서 같은 공간에 있는 이 세부자의

갈등을 지속적으로 돌아본다.

결국 식당에서도 영환은 아들들과 호텔로 돌아가는 길이 어긋나고 결국

남아있는 여인들을 위해 시를 짓고 그 시를 읊으며 여인들의 감동을 이끌어

내며 소주를 연거푸 들이켠다.

영환은 결국 그 여인들에게 아름다움을 칭송하며 죽어도 여한이 없다고

하는데 작품 말미 아들들에게 호텔 욕조에서 발견된 영환은 싸늘한 주검이

되어있고 아들 둘은 아버지의 갑작스런 변고에 격렬한 반응을 보이며

애통해 하지만 여인 둘은 영환의 죽음을 아는지 모르는지 서로 침대에 누워

그의 죽음을 애도하듯 흐느낄 뿐이다.

성차에 대한 대조와 그 대조의 접점을 이루는 영환이라는 인물을 통해

작품은 종국적으로 영환이 추구하는 미를 획득하고 영환의 말대로 그 삶의

목적을 이룬 인물을 세상과 이별시킴으로써 한 시인의 최종 유작을

만들어내는 과정을 묘사한다. 그 과정에서 아들들은 아름다움 보다는 유사

남자들로서의 일종의 경쟁관계가 설정되고 여인들에겐 한 없이 배려와

존중이 보이는 구성은 흥미롭기도 하거니와 한 공간에서 벌어지는 소소한

사건과 사고를 통해 역시나 초현실적인 모습을 연출하는 홍상수의 기교가

즐거울 뿐이다.
more
신고",http://www.cine21.com/movie/info/?movie_id=53010
